GlyTouCan Id,GlycoDB ID,GlycO,IUPAC,
G01296LJ,2228,GOG1078,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-L-Galp-(1->4)-alpha-D-Fucp-(1->3)-beta-D-GlcpNAc-(1->3)]-beta-L-Galp-(1->4)-beta-D-Glcp(1->,
G01297HV,14911,,-,
G01299ER,21382,,-,
G01299PX,31595,,-,
G01300OI,28885,,-,
G01304ZB,31351,,-,
G01307KX,35528,,-,
G01307XR,39155,,-,
G01308XT,14681,,-,
G01309BG,14538,,-,
G01309UP,21447,,-,
G01310VF,21485,,[alpha-D-Fucp-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G01316HN,14393,,-,
G01317XO,20907,,-,
G01323LL,28845,,-,
G01325JQ,27711,,-,
G01325OU,10049,,-,
G01329EH,6168,,-,
G01332EU,6034,,-,
G01333FO,8428,,-,
G01333SH,36767,,-,
G01342FO,14302,GOG513,-,
G01347XI,2373,,-,
G01354KL,36713,,-,
G01356OG,4506,,-,
G01361CV,17448,,[alpha-D-Fucp-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G01361II,21101,,-,
G01361SX,8738,,-,
G01364ZC,1989,,[alpha-L-Manp-(1->2)-alpha-L-Manp-(1->6)-alpha-L-Manp-(1->6)-alpha-L-Manp-(1->2)-alpha-L-Manp-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-D-GlcNAc(?->,
G01366WY,15303,,-,
G01367YJ,18268,,-,
G01369KU,19286,,-,
G01370HH,38971,,-,
G01375NQ,8591,,-,
G01376ME,11121,,-,
G01386FB,23802,,-,
G01386NB,40490,,-,
G01396QC,12237,,-,
G01398DS,35566,,-,
G01398WA,37250,,-,
G01401NS,20571,,-,
G01406BM,33964,,-,
G01406RR,19764,,-,
G01414CL,20334,,[alpha-D-Fucp-(1->6)-[beta-L-GlcpNAc-(1->6)-[beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-beta-L-GalpNAc-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G01415OE,24950,,-,
G01416HI,24089,,-,
G01416SG,31832,,-,
G01421IW,39199,,-,
G01425VK,17239,,-,
G01433CS,7446,,-,
G01434UY,586,,-,
G01435GL,9657,,-,
G01436RC,9137,,-,
G01437PK,17457,,-,
G01441OY,33600,,-,
G01443GS,16420,,-,
G01443HE,37862,,-,
G01444VO,23127,,-,
G01446KH,7989,,-,
G01447WV,13168,,-,
G01450RG,17687,,[beta-L-Galp-(1->4)-alpha-D-Fucp-(1->3)-beta-L-GlcpNAc-(1->3)]-beta-L-Galp-(1->3)-?-L-GalpNAc(1->,
G01453BU,22034,,-,
G01457KB,14398,GOG893,-,
G01458TU,27638,,-,
G01462YZ,29840,,-,
G01464ES,32532,,[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-beta-L-Galp-(1->3)-?-L-GalpNAc(1-]-,
G01464QV,16691,,-,
G01465MJ,35929,,-,
G01466SQ,14919,,-,
G01468LH,33489,,-,
G01468TP,30923,,-,
G01471RQ,15641,,-,
G01474CN,16782,,-,
G01476UF,13643,,-,
G01476WA,39644,,-,
G01482QA,33395,,-,
G01489UZ,24690,,[alpha-D-Fucp-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-alpha-D-Fucp-(1->2)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G01493QF,34570,,-,
G01502NC,19292,,-,
G01502XI,36966,,-,
G01506RP,30757,,-,
G01509IK,25680,,-,
G01516VZ,34284,,-,
G01516VZ,15800,,-,
G01521YU,31843,,-,
G01522RS,4184,,-,
G01531TJ,38865,,-,
G01532CF,25332,,-,
G01532GS,21036,,-,
G01534TU,2473,,beta-L-Galp-(1->3)-beta-L-GalpNAc(1->,
G01540PE,35353,,-,
G01542OM,28733,,[alpha-L-Fucp-(1->6)-alpha-L-Fucp-(1->3)-beta-D-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)-beta-D-GlcpNAc-(1->4)-?-D-GlcpNAc(1-]-,
G01542UX,38256,GOG764,-,
G01543QR,12390,,-,
G01545QB,28528,,-,
G01546PE,14525,,-,
G01558GH,24518,,-,
G01560JX,34092,,-,
G01561FY,34901,,-,
G01563ZN,29046,,-,
G01564CF,28480,,-,
G01564CF,34056,,-,
G01568EJ,2775,,-,
G01571KM,38329,GOG838,-,
G01579SQ,31527,,-,
G01580DW,6734,,-,
G01580PZ,18091,,-,
G01581BT,16029,,-,
G01583WX,11603,,-,
G01586VS,8857,,-,
G01587DQ,29855,,-,
G01588TZ,18221,,-,
G01590BX,22759,,-,
G01590HD,33270,,-,
G01594LH,7406,,-,
G01595SM,24846,,[alpha-D-Fucp-(1->6)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G01596RB,16939,,-,
G01597YF,15834,,-,
G01598JW,34855,,-,
G01599BJ,9333,,-,
G01599CO,4911,,-,
G01602LO,7086,,-,
G01606CH,40719,,-,
G01606ZZ,36996,,-,
G01608SJ,36131,,-,
G01608UX,16190,,-,
G01609OP,34168,,-,
G01609OP,26456,,-,
G01610ND,30780,,-,
G01612MY,23286,,-,
G01613KN,18952,,[alpha-D-Fucp-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G01614OK,33701,,-,
G01614ZM,534,GOG1214,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->3)-alpha-L-GalpNAc(1-]-,
G01614ZO,35423,,-,
G01617IR,16365,,-,
G01621RQ,13524,,-,
G01624WH,3971,,-,
G01625GQ,14096,,-,
G01629GY,37714,,-,
G01629YL,9973,,-,
G01631CU,23385,,-,
G01633HX,25601,,-,
G01635ZC,15062,,-,
G01637PT,24964,,-,
G01640EG,26932,,-,
G01640EG,34190,,-,
G01643LM,38047,,-,
G01644EZ,22758,,-,
G01650PH,3964,,-,
G01654FP,36679,,-,
G01654ZW,26886,,-,
G01657DW,29122,,-,
G01657UH,9483,,-,
G01662JH,33399,,-,
G01662OD,21906,,-,
G01665LU,10406,,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->3)-beta-D-GlcpNAc-(1->3)-beta-L-Galp-(1->4)]-beta-D-GlcpNAc-(1->3)-L-GalNAc(?-]-,
G01669LU,13918,GOG442,-,
G01670LH,39622,,-,
G01670UE,30921,,-,
G01670UQ,17485,,[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1->,
G01673DL,4987,,-,
G01680CB,39508,,-,
G01681JD,25438,,-,
G01682GA,40547,,-,
G01684UD,34934,,-,
G01685IB,17698,,-,
G01687LF,31174,,-,
G01688PQ,22626,,-,
G01690DX,17995,,-,
G01692UA,37671,,-,
G01698QO,957,,-,
G01701DY,36969,,-,
G01702SO,800,,-,
G01706FA,31024,,-,
G01706RV,1403,,-,
G01707CR,38989,,-,
G01707KB,25011,,-,
G01708UF,6082,,-,
G01709MS,31608,,-,
G01709XM,19870,,-,
G01713HS,17719,,D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-beta-L-Manp-(1->4)-?-L-GlcpNAc(1->,
G01714MI,18412,,-,
G01714NT,2078,,-,
G01715ML,27829,,-,
G01717CM,4005,,-,
G01719TO,29143,,-,
G01722HI,40205,,-,
G01724NZ,15632,,-,
G01725HT,14817,,-,
G01726AR,39914,,-,
G01727PW,14064,,-,
G01730TA,40724,,-,
G01732IU,37538,,-,
G01733ZB,7606,,-,
G01734PU,7650,,-,
G01735KF,34927,,-,
G01740FL,28645,,-,
G01742GV,36342,,-,
G01744JD,14450,GOG1323,-,
G01747FB,3176,,[alpha-D-Fucp-(1->2)-beta-L-Galp-(1->4)-alpha-D-Fucp-(1->3)-beta-L-GlcpNAc-(1->3)]-L-GalNAc(?->,
G01747MA,15123,,-,
G01747ZC,33724,,-,
G01748MD,4696,,[alpha-D-Fucp-(1->2)-beta-L-Galp-(1->4)-[alpha-D-Fucp-(1->3)-beta-D-GlcpNAc-(1->3)]-beta-L-Galp-(1->4)-alpha-D-Fucp-(1->3)-beta-D-GlcpNAc-(1->3)]-beta-L-Galp(1->,
G01749YL,20611,,-,
G01750EG,34184,,-,
G01750EG,33651,,-,
G01752OL,9353,,-,
G01753LJ,8025,,-,
G01756XE,37355,,-,
G01759NM,38007,,-,
G01760WR,23283,,-,
G01760ZU,1876,,-,
G01761OJ,21872,,-,
G01765ZR,23639,,-,
G01767JJ,607,GOG1064,D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->3)-beta-L-Galp-(1->4)-beta-L-Glcp(1->,
G01775VZ,30513,,-,
G01777TQ,15207,,-,
G01778PX,19423,,-,
G01779GQ,36107,,-,
G01784XC,1269,,alpha-D-Fucp-(1->2)-beta-L-Galp-(1->3)-beta-L-GlcpNAc-(1->3)-L-GalNAc(?->,
G01786FS,33704,,-,
G01787AJ,40263,,-,
G01789AQ,9833,,[alpha-D-Fucp-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-L-GlcNAc(?-]-,
G01791PK,13562,,-,
G01796DU,38444,,-,
G01799OP,34049,,-,
G01799XU,20758,,-,
G01803DO,30446,,-,
G01806XP,25722,,-,
G01814FW,25297,,-,
G01815CK,8275,,-,
G01819ZN,34636,,-,
G01820ZB,2888,,-,
G01821FN,38175,GOG682,-,
G01823EY,1220,,-,
G01825JS,6605,,-,
G01832RI,38470,,-,
G01833QR,18346,,-,
G01835MG,28469,,-,
G01836CN,23200,,-,
G01838FQ,26808,,-,
G01846YN,11201,,-,
G01846YY,34798,,-,
G01853SM,33560,,-,
G01854VF,6751,,-,
G01854WM,3744,,-,
G01856RL,7781,GOG187,-,
G01856WY,1331,,-,
G01859LC,14058,,-,
G01860RO,878,,-,
G01862TK,11365,,-,
G01863JX,29757,,-,
G01866GQ,417,,-,
G01866TT,25265,,-,
G01866UJ,31438,,-,
G01867NK,37449,,-,
G01871TT,16784,,-,
G01875SI,38953,,-,
G01875TD,3126,,-,
G01875VS,21533,,-,
G01878VC,12939,,-,
G01885UP,9969,,-,
G01886BJ,5018,,-,
G01891FI,11877,,-,
G01894CT,33200,,-,
G01894QP,3710,,-,
G01898JF,38641,,-,
G01906TI,11449,,-,
G01912IY,14845,,-,
G01912KI,39672,,-,
G01912QV,31812,,-,
G01915NP,806,,-,
G01917MH,21610,,-,
G01920IZ,30172,,-,
G01923FT,33145,,-,
G01927JZ,22028,,-,
G01927MM,31624,,-,
G01934RR,24349,,-,
G01935FK,13938,GOG452,-,
G01936YG,11095,,-,
G01937CO,11546,,-,
G01939XM,9493,,-,
G01944ZP,25156,,-,
G01945QJ,23110,,-,
G01949QE,33527,,-,
G01951MV,33631,,-,
G01954BI,30628,,-,
G01954GZ,25639,,-,
G01954TO,10919,,-,
G01956DU,17195,,-,
G01957WH,15187,,-,
G01961BR,3299,,-,
G01962RN,2455,,-,
G01966VH,37432,,-,
G01968NV,19669,,-,
G01968XS,6324,,-,
G01972UA,36213,,-,
G01973LO,35732,,-,
G01975VO,2851,,-,
G01983HR,34253,,-,
G01983HR,28232,,-,
G01986HE,6603,,-,
G01987ZK,25237,,-,
G01989PM,38539,,-,
G01991WA,25912,,-,
G01992UO,33879,,-,
G01994DD,5052,,-,
G01999JH,10059,,-,
G01999QR,4395,,-,
G01999ZH,2405,,-,
G02006IV,34285,,-,
G02006QG,33721,,-,
G02015HL,11729,,-,
G02020YO,513,,[alpha-L-GalpNAc-(1->3)-alpha-D-Fucp-(1->2)-beta-L-Galp-(1->3)]-L-GalNAc(?->,
G02021XC,9025,,-,
G02025MF,14140,,-,
G02028FL,18092,,-,
G02029AN,29784,,-,
G02029PW,3361,,-,
G02029VI,33644,,-,
G02030TG,14829,,-,
G02031WC,22193,,-,
G02032MW,14347,GOG1280,-,
G02032ZY,26799,,-,
G02037JY,10071,,-,
G02038EU,30300,,-,
G02038LQ,10542,GOG1167,-,
G02045OB,18679,,-,
G02048AA,26380,,-,
G02049IZ,9674,,-,
G02057LX,33894,,-,
G02061VK,35602,,-,
G02065WK,4232,,-,
G02071VV,20519,,-,
G02072LK,21428,,-,
G02072NG,15263,,-,
G02073FK,7584,,-,
G02075FX,16995,,-,
G02076ED,27434,,-,
G02076GG,31882,,-,
G02079RR,36248,,-,
G02081QK,15278,,-,
G02082XT,7742,,-,
G02083XU,18567,,-,
G02084MZ,27979,,-,
G02086LJ,36923,,-,
G02086TB,2589,,beta-L-GalpNAc4S-(1->4)-beta-L-GlcpA-(1->3)-L-GalNAc4S(?->,
G02087OT,5431,,-,
G02089LB,19450,,-,
G02096VT,25714,,-,
G02101MA,26052,,-,
G02104GS,7351,,-,
G02106OV,2434,GOG165,-,
G02107VO,34741,,-,
G02108UA,36886,,-,
G02111QR,28825,,-,
G02113WX,823,,-,
G02114ZE,3056,,-,
G02115KJ,8382,,-,
G02117EX,21092,,-,
G02117MY,19676,,-,
G02118GB,18826,,-,
G02122FK,19602,,[alpha-D-Fucp-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G02123VE,40904,,-,
G02124MH,27497,,-,
G02126PG,3268,,beta-L-Galp-(1->4)-beta-L-GlcpNAc6S-(1->3)-beta-L-Galp6S-(1->4)-L-GlcNAc6S(?->,
G02130QN,1605,,-,
G02132LE,11325,,-,
G02132LE,21627,,-,
G02133ZJ,33511,,-,
G02136GC,29247,,-,
G02136LA,25413,,-,
G02138UC,28504,,-,
G02141TI,18416,,-,
G02145PB,23526,,-,
G02146NT,3363,,-,
G02147ED,24385,,-,
G02149ME,29520,,-,
G02149TM,24044,,-,
G02149VR,2355,GOG962,-,
G02152MS,19679,,-,
G02153DA,33965,,-,
G02155YQ,22544,,-,
G02156UW,10852,,-,
G02158EJ,6622,,-,
G02161CI,19716,,-,
G02162KR,37634,,-,
G02166AX,30606,,-,
G02170ZK,21379,,-,
G02173JB,39724,,-,
G02174FQ,9774,,[alpha-D-Fucp-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-L-GlcNAc(?-]-,
G02177KX,9402,,-,
G02179RF,26165,,-,
G02182MJ,17912,,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-?-L-GlcpNAc(1->,
G02183KP,39009,,-,
G02193CV,28694,,-,
G02196YO,4503,,-,
G02197FE,6027,,-,
G02207TG,1619,,[alpha-D-Fucp-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-L-GlcNAc(?-]-,
G02210EY,37533,,-,
G02210UZ,35357,,-,
G02223VY,6929,,-,
G02224YX,37190,,-,
G02226PP,10568,,[alpha-D-Fucp-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-alpha-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-L-GlcNAc(?-]-,
G02231KH,41036,,-,
G02238PK,27675,,-,
G02239FM,32547,,-,
G02240AO,16949,,-,
G02242GR,18176,,-,
G02244ID,19810,,-,
G02251JC,16401,,-,
G02251YG,19840,,-,
G02252NT,14026,,-,
G02254EM,15461,,-,
G02254OB,28678,,-,
G02255JZ,34628,,-,
G02256MB,14284,,-,
G02259AO,21923,,-,
G02262UA,7370,,-,
G02263TK,37105,,-,
G02263UX,40492,,-,
G02265OW,22051,,-,
G02265VX,22179,,-,
G02273DT,15458,,-,
G02277YS,33834,,-,
G02277YS,28352,,-,
G02278NM,31409,,-,
G02278OY,1346,,-,
G02279YJ,21110,,-,
G02280UH,40556,,-,
G02281JX,11244,,-,
G02284UY,38338,GOG847,-,
G02288EO,14659,,-,
G02290KA,13770,GOG383,-,
G02292WQ,34395,,-,
G02293LT,8300,,-,
G02295JW,15477,,-,
G02295UL,16761,,-,
G02297WO,10366,,-,
G02299LJ,12706,,-,
G02301DT,13221,,-,
G02302MM,9862,,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-L-GlcNAc(?->,
G02303TM,12807,,-,
G02310VX,8250,,[alpha-D-Fucp-(1->6)-[beta-L-GalpNAc-(1->4)-beta-L-GlcpNAc-(1->6)-[beta-L-GalpNAc-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-beta-L-GlcpNAc(1-]-,
G02311IE,13861,GOG412,-,
G02311SL,13639,,-,
G02313UP,29658,,-,
G02315JP,33817,,-,
G02315JP,26943,,-,
G02315UV,29572,,-,
G02316LF,8878,,-,
G02320PG,9162,,-,
G02322JK,39454,,-,
G02330RW,9627,,-,
G02336TT,37842,,-,
G02339UB,35671,,-,
G02340QD,36111,,-,
G02340ZJ,23002,,-,
G02342QI,13397,,-,
G02343XN,24387,,-,
G02347AX,18868,,-,
G02349HM,5041,,-,
G02350ZD,4409,,-,
G02353KU,7824,,[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-alpha-D-Fucp-(1->3)-beta-L-GlcpNAc-(1->3)]-beta-L-Galp-(1->3)-L-GalNAc(?->,
G02358GX,36226,,-,
G02361GN,23849,,-,
G02363VZ,20903,,-,
G02365FD,3799,,-,
G02366FJ,11457,,-,
G02367MX,6429,,-,
G02370AG,25670,,-,
G02374QK,26844,,-,
G02378XD,17756,,-,
G02379AH,4860,,[beta-L-Galp-(1->3)-beta-L-GlcpNAc-(1->6)-[alpha-D-Fucp-(1->4)-alpha-D-Fucp-(1->2)-beta-L-Galp-(1->3)-beta-L-GlcpNAc-(1->3)]-beta-L-Galp-(1->3)-beta-L-GlcpNAc-(1->3)-beta-L-Galp-(1->3)-L-GalNAc(?-]-,
G02379LL,9561,,-,
G02386TE,541,,-,
G02387DG,6627,,-,
G02387FV,24502,,-,
G02391LF,16540,,-,
G02393PV,18473,,-,
G02393VO,15334,,-,
G02402HF,8445,,-,
G02403ZU,38023,,-,
G02404AA,21662,,-,
G02405SM,39946,,-,
G02407RG,13680,,-,
G02407SN,15947,,-,
G02410EE,8789,,-,
G02412VT,36184,,-,
G02416YM,33413,,-,
G02425YO,32718,,-,
G02434ZT,24164,,-,
G02436CO,37549,,-,
G02441OB,2053,,-,
G02442MH,40062,,-,
G02442YU,15068,,-,
G02456AL,16721,,-,
G02461US,15816,,-,
G02461ZR,24719,,-,
G02466DA,31857,,-,
G02469TP,7496,,-,
G02470WS,24623,,[alpha-D-Fucp-(1->6)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->3)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-[D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G02470YL,8516,,-,
G02471GW,38377,GOG886,-,
G02473EQ,33672,,-,
G02473HY,8841,,-,
G02473YH,39529,,-,
G02474FD,40937,,-,
G02476HV,17726,,-,
G02481PN,35548,,-,
G02482JV,30725,,-,
G02482QP,2190,,-,
G02483WT,32352,,[alpha-D-Fucp-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->6)-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->6)]-[beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->4)-D-gro-alpha-L-3-deoxy-galNon2ulop5NAc-onic-(2->6)-beta-L-Galp-(1->4)-beta-L-GlcpNAc-(1->2)-alpha-L-Manp-(1->3)]-beta-L-Manp-(1->4)]-beta-L-GlcpNAc-(1->4)-?-L-GlcpNAc(1-]-,
G02488MZ,31570,,-,
G02489BO,3859,,-,
G02491SW,22138,,-,
G02494GE,12248,,-,
G02494HC,29740,,-,
G02496HH,38325,GOG834,-,
G02497GP,12614,,-,
G02498FK,1515,,-,
G02500LL,25220,,-,
G02501SB,35504,,-,
G02507EF,22261,,-,
G02507UG,39814,,-,
G02510LJ,3560,,-,
G02510NP,37278,,-,
G02513ZD,11522,,-,
G02517ME,4113,,-,
G02517OI,30660,,-,
G02522JF,35148,,-,
G02524YV,10856,,-,
G02526NN,40415,,-,
G02528QZ,22012,,-,
G02533LL,21451,,-,
G02534CO,16176,,-,
G02534MS,38404,,-,
G02539NJ,35083,,-,
G02541EM,13239,,-,
G02542GC,34256,,-,
G02542GC,28349,,-,
G02556BT,347,,-,
G02557KP,10867,,-,
G02558LA,40870,,-,
G02559YM,37585,,-,
G02562EQ,20416,,[alpha-D-NeupAc-(2->3)-beta-D-Galp-(1->3)-beta-D-GlcpNAc-(1->6)-alpha-D-NeupAc-(2->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-?-D-GalpNAc(1-]-,
G02567HW,27116,,-,
G02568AU,1719,,-,
G02570KO,12771,,-,
G02570QW,10646,,-,
G02571ID,39425,,-,
G02574PF,12239,,-,
G02577WH,13204,,-,
